Unnamed: 0;Аналитика;Код;Артикул;Количество;Себестоимость
13769.0;ЭРА разветвитель (тройник) 3 роз. 10A плоский белый (пластик премиум) SPx-3-W (РФ) 9903 805771;805771.0;lБ0053481;2;267.95
13770.0;ЭРА разветвитель (тройник) 4 роз. 16А белый (тройник, куб, T-образный) SP-4-W 457488;457488.0;lБ0005103;6;1167.37
13771.0;ЭРА разветвитель (тройник) 4 роз. 16А сл. кость (тройник, куб, T-образный) SP-4-I 475373;475373.0;lБ0008206;2;389.13
13772.0;ЭРА разветвитель (тройник) 4 роз. 16А черный  (тройник, куб, T-образный) SP-4-B 475310;475310.0;lБ0008207;3;583.69
13773.0;ЭРА садовая гирлянда на солн.батарее Стрекоза  5,8м ERASF22-16 3009 814723;814723.0;lБ0053365;1;709.49
13774.0;ЭРА св-к св/д ЖКХ 12W(1140lm) 4000К 4K круг 155х52 белый IP65 SPB-201-0-40К-012 9564 761246;761246.0;lБ0047619;4;488.47
13775.0;ЭРА св-к св/д линейный 12W(1000lm) 4000K 4K 874х22х37 выкл. шнур вилка 900 LLED-01-12W 1906 555847;555847.0;lБ0017426;6;1204
13776.0;ЭРА св-к св/д линейный 14W(1200lm) 4000K 4K 1024х22х37 выкл. шнур вилка 1000 LLED-01-14W 1913 555848;555848.0;lБ0017427;14;3174.64
13777.0;ЭРА св-к св/д линейный 16W(1400lm) 4000K 4K 1174х22х37 выкл. шнур вилка 1200 LLED-01-16W 1920 555849;555849.0;lБ0017428;9;2050.43
13778.0;ЭРА св-к св/д линейный 4W(380lm) 4000K 4K 314х22х37 выкл. шнур вилка 300 LLED-01-04W-4000-W 1883 555845;555845.0;lБ0017422;3;452.95
13779.0;ЭРА св-к св/д линейный 8W(700lm) 4000K 4K 574х22х37 выкл. шнур вилка 600 LLED-01-08W 1890 555846;555846.0;lБ0017425;7;1209.5
13780.0;ЭРА св-к св/д универс. 36W(3600lm) 6500K 595x595x19 призма драйв EMC IP40 4шт 3г. SPO-6-36-6K-P 5970 688650;688650.0;Б0039056;16;7518.26
13781.0;ЭРА сет. удл. ПВС 2х1 3роз. 1.5м 10А/2200Вт (корпус негорючий PP) U-3-1.5m (РФ) 3534 650586;650586.0;lБ0028354;2;328.22
13782.0;ЭРА сет. удл. ПВС 2х1 3роз. 3м 10А/2200Вт (корпус негорючий PP) U-3-3m (РФ) 3541 650588;650588.0;lБ0028355;1;220.96
13783.0;ЭРА сет. удл. ПВС 2х1 4роз. 3м, 10А/2200Вт выкл. (корпус негорючий PP) U-4s-3m (РФ) 4135 768819;768819.0;lБ0044053;1;261.83
13784.0;ЭРА сет. удл. ПВС 3х0.75 2роз. 1.5м 10А/2200Вт земля (корпус негорючий PP) UX-2e-1.5m (РФ) 0135 724027;724027.0;lБ0038572;1;175.1
13785.0;ЭРА сет. удл. ПВС 3х0.75 3роз. 3м 10А/2200Вт земля (корп негорючий PP) UX-3e-3m(РФ) замена 812652 724028;724028.0;lБ0035750;2;463.88
13786.0;ЭРА сет. удл. ПВС 3х0.75 3роз. 5м 10А/2200Вт земля (корп негорючий PP) UX-3e-5m (РФ) замена 812653 724029;724029.0;lБ0038576;4;1251.5
13787.0;ЭРА сет. удл. ПВС 3х0.75 5роз. 3м 10А земля, выкл. (корпус негорючий PP) UX-5es-3m (РФ) 5073 724034;724034.0;lБ0035757;2;737.94
13788.0;ЭРА сет. удл. ПВС 3х0.75 5роз. 5м 10А земля, выкл. (корпус негорючий PP) UX-5es-5m (РФ) 5080 724035;724035.0;lБ0035758;3;1348.2
13789.0;ЭРА сет. удл. ШВВП 2х0.75 2роз. 1.5м 6А/1300Вт (корпус негорючий PP) UX-2-1.5m (РФ) 9689 715266;715266.0;lБ0038557;2;226.16
13790.0;ЭРА сет. удл.-фильтр SFU ПВС 3х0.75 5роз(1пл.)+2USB 2м 10А (полн.защита, земля, шт,черн)SFU-5es-2m-B 387502;387502.0;lC0043326;3;2774.74
13791.0;ЭРА сет. удл.-фильтр USF ПВС 3х0.75 4роз. 1.5м 10А (земля, термореле) PP/БЕЛЫЙ USF-M-4es-1,5m-W 601709;601709.0;lБ0019741;3;816
13792.0;ЭРА сет. удл.-фильтр USF ПВС 3х0.75 5роз. 1.5м 10А (термозащ/варист, земля, белый, PP) USF-5es-1,5 582580;582580.0;lБ0019031;5;1522.85
13793.0;ЭРА сет. удл.-фильтр USF ПВС 3х0.75 5роз. 5м 10А (термозащ/варист, земля, белый, PP) USF-5es-5m-W 681821;681821.0;lБ0019738;5;2220.59
13794.0;ЭРА сет. удл.-фильтр USF ПВС 3х0.75 5роз.+2USB 1.5м 10А 2.1А/5В (белый, PP) USF-5es-1.5m-USB-W 658847;658847.0;lБ0019037;3;1713.63
13795.0;ЭРА сет. удл.-фильтр USF ПВС 3х0.75 6роз. 5м (термозащ/варист, земля, бел) USF-6es-5m-W-BOX 7679 698505;698505.0;lБ0037264;2;1013.5
13796.0;ЭРА сет. удл.-шнур ПВС 2х0.75 1роз. 3м 6А/1300Вт UX(6)-1-3m (РФ) 9892 698506;698506.0;lБ0039819;1;175.47
13797.0;ЭРА сет. шнур питания с литой вилкой ПВС 2x0.75 2м 6А белый UX-2x0.75-2m (РФ) 1944 767708;767708.0;lБ0048682;3;277.99
13798.0;ЭРА силовой удлинитель на рамке ПВС 2х1 1роз. 20м IP44 UFx-1-2x1.0-20m-IP44 1327 723858;723858.0;lБ0043040;1;906.67
13799.0;Лампа св/д ЭРА стандарт GX53 7W(560lm) 4000K 4K 8337 582796;582796.0;lБ0017232;10;487.34
13800.0;ЭРА стандарт MR16 GU5.3 220V 10W(800lm) 4000K 4K 52x50 MR16-10W-840-GU5.3 2783 661926;661926.0;lБ0032996;16;910.54
13801.0;ЭРА стандарт MR16 GU5.3 220V 6W(500lm) 2700K 2K 50x50 MR16-6w-827-GU5.3 6131 599837;599837.0;lБ0020542;10;509.8
13802.0;ЭРА стандарт MR16 GU5.3 220V 6W(500lm) 4000K 4K 50x50 MR16-6w-840-GU5.3 6162 602278;602278.0;lБ0020545;10;509.81
13803.0;ЭРА стандарт MR16 GU5.3 220V 8W(600lm) 4000K 4K 50x50 MR16-8w-840-GU5.3 6186 585396;585396.0;lБ0020547;30;1600.56
13804.0;Лампа св/д ЭРА стандарт высокомощн. E27 100W(8000lm) 6500K 6K 318х160 POWER (переходник на E40) 826 654885;654885.0;lБ0032090;6;4718.94
13805.0;ЭРА стандарт высокомощн. E27/E40 65W(5200lm) 6500K 6K 274x160 POWER T160-65W-6500 8304 654314;654314.0;lБ0027924;12;5258.88
13806.0;ЭРА стандарт высокомощн. E27/E40 85W(6800lm) 4000K 4K 274x140 POWER T140-85W-4000 4763 688645;688645.0;lБ0032087;14;8752.52
13807.0;Лампа св/д ЭРА стандарт ЛОН A60 E27 11W(880lm) 4000K 4K 110x60 11w-840-E27 4663 633243;633243.0;lБ0029821;10;521.66
13808.0;Лампа св/д ЭРА стандарт ЛОН A60 E27 15W(1200lm) 4000K 124x60 A60 E27 15W-840-E27  2067 673481;673481.0;lБ0033183;10;652.08
13809.0;ЭРА стандарт ЛОН A60 E27 17W(1360lm) 6000K 6K 120x60 A60-17W-860-E27 1672 656765;656765.0;lБ0031701;6;433.93
13810.0;ЭРА стандарт ЛОН A60 E27 7W(560lm) 2700K 2K 112x60 A60-7W-827-E27 4649 686606;686606.0;lБ0029819;4;199.18
13811.0;ЭРА стандарт ЛОН A65 E27 19W(1520lm) 2700K 2K 140x65 A65-19W-827-E27 1689 656766;656766.0;lБ0031702;5;424.81
13812.0;ЭРА стандарт ЛОН A65 E27 19W(1520lm) 4000K 4K 140x65 A65-19W-840-E27 1696 656767;656767.0;lБ0031703;25;2134.09
13813.0;ЭРА стандарт ЛОН А65 E27 30W(2400Lm) 2700K 2K 120х50 A65-30W-827-E27 8877 765447;765447.0;lБ0048015;10;1564.99
13814.0;ЭРА стандарт ЛОН А65 E27 30W(2400Lm) 4000K 4K 120х50 A65-30W-840-E27 8907 765448;765448.0;lБ0048016;10;1564.99
13815.0;Лампа св/д ЭРА стандарт свеча B35 E14 11W(880lm) 4000K 4K 2363 656771;656771.0;lБ0032982;20;1304.16
13816.0;Лампа св/д ЭРА стандарт свеча B35 E14 7W(560lm) 4000K 4K 109x37 B35-7w-840-E14 610 585397;585397.0;lБ0020539;10;474.2
13817.0;Лампа св/д ЭРА стандарт свеча B35 E14 9W(720lm) 2700K 2K 110x37 B35-9w-827-E14 6689 642664;642664.0;lБ0027969;5;260.83
13818.0;Лампа св/д ЭРА стандарт свеча B35 E14 9W(720lm) 4000K 4K 110x37 B35-9w-840-E14 6702 640712;640712.0;lБ0027970;5;260.83
13819.0;ЭРА стандарт свеча B35 E27 11W(880lm) 4000K 4K 2394 656772;656772.0;lБ0032983;10;652.08
13820.0;ЭРА стандарт свеча B35 E27 7W(600lm) 6000K 6K 110x37 B35-7w-860-E27 0317 648642;648642.0;lБ0031413;10;474.2
13821.0;ЭРА стандарт свеча C35 E14 5W 4000K 4K B35-5w-840-E14 8862 582790;582790.0;lБ0018872;40;1687.27
13822.0;Лампа св/д ЭРА стандарт шар P45 E14 7W(560lm) 2700K 2K 84x45 P45-7w-827-E14 6193 642678;642678.0;lБ0020548;5;237.12
13823.0;Лампа св/д ЭРА стандарт шар P45 E14 7W(560lm) 4000K 4K 84x45 P45-7w-840-E14 6223 642679;642679.0;lБ0020551;5;237.1
13824.0;Лампа св/д ЭРА стандарт шар P45 E14 9W(720lm) 4000K 4K 88x45 P45-9w-840-E14 6788 640715;640715.0;lБ0029042;3;156.5
13825.0;Лампа св/д ЭРА стандарт шар P45 E27 11W 2700K 2K 2516 661663;661663.0;lБ0032987;15;978.12
13826.0;Лампа св/д ЭРА стандарт шар P45 E27 11W(880lm) 6000K 6K 84x45 666089;666089.0;lБ0032991;10;652.08
13827.0;Лампа св/д ЭРА стандарт шар P45 E27 7W(560lm) 4000K 4K 84x45 P45-7w-840-E27 6247 601901;601901.0;lБ0020554;10;474.2
13828.0;Св/д лампа ЭРА стандарт шар P45 E27 7W(560lm) 6500K P45-7W-860-E27 0331 686627;686627.0;lБ0031402;21;995.9
13829.0;Лампа св/д ЭРА стандарт шар P45 E27 9W(720lm) 2700K 2K 88x45 P45-9w-827-E27 6771 642681;642681.0;lБ0029043;5;260.83
13830.0;Лампа св/д ЭРА стандарт шар P45 E27 9W(720lm) 4000K 4K 88x45 P45-9w-840-E27 6795 640714;640714.0;lБ0029044;5;260.83
13831.0;ЭРА термоусадка трубка ТУТнг 10/5 черная отрезки по 1м (уп. 50м, цена за метр) (1/50/1000) 3402 742486;742486.0;lБ0045192;50;645.84
13832.0;ЭРА термоусадка трубка ТУТнг 4/2 черная отрезки по 1м (уп. 50м цена за метр) (1/50/800) 3228 742480;742480.0;lБ0045186;50;343.2
13833.0;ЭРА термоусадка трубка ТУТнг 6/3 набор (7 цветов по 3 шт. 100мм) 5116 5116 715166;715166.0;lБ0038930;3;108.2
13834.0;ЭРА термоусадка трубка ТУТнг 6/3 черная отрезки по 1м (уп. 50м цена за метр) (1/50/500) 3280 742482;742482.0;lБ0045188;50;505.44
13835.0;ЭРА термоусадка трубка ТУТнг 8/4 черная отрезки по 1м (уп. 50м цена за метр) (1/50/1000) 3341 742484;742484.0;lБ0045190;50;567.84
13836.0;ЭРА Тонкогубцы 125 мм обливная рукоятка 55908 844440;844440.0;lБ0055908;2;196.19
13837.0;ЭРА Труба гофр. ПВХ (серый) d20мм с зондом легкая (бухта 20м, цена за 1м) GOFR-20-20-PVС 3602 686400;686400.0;lБ0036989;40;495.96
13838.0;ЭРА Труба гофр. ПВХ (серый) d25мм с зонд. легкая (бухта 10м, цена за 1м) GOFR-25-10-PVС 8472 715186;715186.0;lБ0042997;60;1089.5
13839.0;ЭРА Труба гофр. ПВХ SIMPLE d16мм серая с зондом (100м/уп, цена за метр) GOFR-16-100-PVС-SIMPLE 2440 869682;869682.0;lБ0061044;300;1872.94
13840.0;ЭРА Труба гофр. ПНД (черный) d16мм с зонд. легкая 10м GOFR-16-10-HD 0138 715188;715188.0;lБ0043775;60;719.98
13841.0;ЭРА Труба гофр. ПНД (черный) d20мм с зонд. легкая 10м ЭРА GOFR-20-10-HD 145 715190;715190.0;lБ0043776;60;954.72
13842.0;ЭРА Труба гофр. ПНД (черный) d20мм с зонд. легкая 50м GOFR-20-50-HD 183 715191;715191.0;lБ0043780;100;1210.31
13843.0;"ЭРА фонарь SB-508 пушлайт ""Луна"", COB, самоклеящийся, 3W(190Lm), сенсор, 3xAAA, белый 2463 776845";776845.0;lБ0031305;4;429.72
13844.0;"ЭРА фонарь кемпинговый KB-501 ""НЛО-24"" (3xR6) 1,5W(150lm) 24св/д бел./пластик магнит, подвес+карабин 641648";641648.0;lБ0029177;11;2320.01
13845.0;"ЭРА фонарь кемпинговый KB-601 ""НЛО-48"" (3xR6) 3W(300lm) 48св/д, бел./пластик, магнит, подвес+карабин 641652";641652.0;lБ0029178;5;1223.35
13846.0;ЭРА фонарь налобный GA-505 Блэкджек 3W(150lm) аккум.,  COB, пластик, 3 реж., бл IP54 57455 847015;847015.0;lБ0057455;3;616.47
13847.0;ЭРА фонарь налобный GA-802 3W(135lm) Li-Ion аккум. черн/желт 841720;841720.0;lБ0055349;1;171.66
13848.0;ЭРА фонарь налобный GA-805 5W LED 2,5Ач аккум. рег. фокус USB алюминий 8512 715249;715249.0;lБ0039625;1;581.13
13849.0;ЭРА фонарь налобный GB-607 3W(196lm) COB LED Extra, 3хААА, IP44, 25 часов влагостойкий 8338 703745;703745.0;lБ0039620;1;107.76
13850.0;ЭРА фонарь налобный GB-710 Криптон 5W (310lm), 3 реж, луч 56м, СОВ, 3хААА 9762 805372;805372.0;lБ0052752;2;285.9
13851.0;ЭРА фонарь ручной R2AA (2xR6) 3св/д, черный/резина, ремень, BL 199083;199083.0;lC0033735;5;642.41
13852.0;ЭРА фонарь ручной UA-601 Прометей 5W(420lm) акк 800 мАч акк 800 мАч алюм., пластик 58228 849044;849044.0;lБ0058228;1;413.78
13853.0;ЭРА фонарь ручной UB-402 Джет 1,5W COB, алюм, 3xAAA в компл, 12 шт. промо-бокс 643407;643407.0;lБ0029193;24;2426.11
13854.0;ЭРА фонарь универсальный UB-301 3W(230lm) (3хАА) SMD 3 реж, съемная ручка, IP44  6963 817570;817570.0;lБ0054035;4;725.7
13855.0;ЭРА хомут нейлон. под винт 3,6х200 черный (уп. 100 шт, цена за уп.) NO-KSV0-02 7781 795132;795132.0;lБ0051714;15;2599.27
13856.0;ЭРА шнур питания с литой вилкой (с кольцом) ПВС 3x0.75 1.5м 6А белый земля UX-3x0.75-1.5m (РФ) 2064 767711;767711.0;lБ0048688;9;1067.04
13857.0;ЭРА шнур питания с литой вилкой ШВВП 2x0.5 1.8м 2.5А (для бра БЕЗ выкл) белый UX-ШВВП-1.8m (РФ) 4715 767705;767705.0;lБ0044069;7;424.13
13858.0;ЭРА штепсель (разъём) гнездо каучук с крышкой R8-RED 2P+PE 1х16А 220-240V красный IP44 4950 (Турция) 736061;736061.0;lБ0044548;5;670.49
13859.0;ЭРА штепсель (розетка переносная) под плоскую вилку R2 6А (белый, PC-поликарбонат) 1865 650665;650665.0;lБ0019185;20;1425.21
13860.0;ЭРА щит (корпус) метал. ЩУРн 1/6зо-1 76 УХЛ3 (285х190х130) (полный компл.) IP31 647170;647170.0;lБ0030179;2;1520.69
13861.0;ЭРА щит (корпус) пластик ЩУРн-П 1/4 мод. (КДЕ-1) 290х240х110 IP54 792912;792912.0;lБ0050592;2;1701.27
13862.0;ЭРА Эксперт роз. ОУ 3 мест. 16А бел. IP54, земля, крышка) 3х2P+E 11-2405-01 (1/5/50) 659167;659167.0;lБ0020720;1;580.45
;Рязань 2;;;10416;577015.89
13863.0;"""Станок для бритья мужской 5 лезв. + 4 смен. кассеты,  2030 Kodak 785906";785906.0;lБ0051169;3;1169.25
13864.0;"""Станок для бритья мужской Disposable Razor 2 blue, 2 лезв.однораз. (5шт/уп, цена за шт) 2542 Kodak 814503";814503.0;lБ0051157;40;358.3
13865.0;GREEN APPLE Сетка антимоск. на магнитах 100/90/80*220/210см серая GBN004 685879;685879.0;lБ0032055;10;4634.45
13866.0;Intro Plano выкл. проход. СУ 1 кл. 10А, 250В, белый, 1-103-01, 7720 814763;814763.0;lБ0053742;10;806.83
13867.0;Intro Plano выкл. СУ 2 кл. (перекл. проходной) 10А 250В, белый 1-107-01 53802 876590;876590.0;lБ0053802;8;803.71
13868.0;Intro Plano выкл. СУ 2 кл. 10А, 250В, белый, 1-104-01 8048 834587;834587.0;lБ0053758;5;348.05
13869.0;Intro Plano роз. СУ 1 мест. 16А, 250В (керамика) сл.кость, 1-201-02, 1130 814768;814768.0;lБ0053861;20;1327.6
13870.0;Intro Plano роз. СУ 2 мест. (керамика, земля) 16А без лапок, белый 1Э-205-01, 2863 710061;710061.0;lБ0038830;7;663.5
13871.0;Intro Polo выкл. 2 кл. 10А  ОУ, белый 3-104-01 5185 834511;834511.0;lБ0053537;2;91.23
13872.0;Intro Polo выкл. ОУ 1 кл. 10A, белый 3-101-01 3603 (замена на 814801) 710067;710067.0;lБ0036092;25;934.44
13873.0;Intro Polo роз. 1 мест. 16А  ОУ, белый 3-201-01, 3801 710082;710082.0;lБ0036097;23;921.4
13874.0;Intro Polo роз. 1 мест. земля 16А  ОУ, белый 3-202-01, 3849 (замена на код 834513) 710085;710085.0;lБ0036098;45;2116.71
13875.0;Intro Polo роз. 2 мест. земля 16А  ОУ, белый 3-204-01, 3924 (замена на 833476) 710091;710091.0;lБ0036100;48;3463.68
13876.0;Intro Наушники BI-900 вкладыши с зар. кейсом, Bluetooth-гарнитура, белые 806819;806819.0;lБ0051395;1;207.53
13877.0;Лампа люмин. Philips T8 G13 18W 6500 590x26 TL-D 6K 18W/54-765 ((25!) 1979;1979.0;928047305451;100;6612.55
13878.0;Philips стартер S10 4-65W 220-240V 11124;11124.0;928392220230;25;451.45
13879.0;АРМИЯ РОССИИ фонарь налобный GA-501 Гранит (3WCOB + 3WLED(176lm) ближ и дальн свет, 800mAh акк) 1828 647715;647715.0;lБ0030185;5;1487.3
13880.0;Клей СИЛА 29 Эпоксидный ПЛАСТИЛИН холодная сварка 55г. туба BL1 (шоубокс 12шт) SEPBL1-55 8099 645807;645807.0;lБ0013934;13;1471.51
13881.0;Клей СИЛА Универсальный 15мл прозрачный BL1 (шоубокс 12шт) SUBL1-15 1125 485491;485491.0;lБ0002919;12;407.64
13882.0;Клей СИЛА Эпоксидный 6мл, шприц, прозрачн. BL1 SEBL1-6 1064 463012;463012.0;lБ0002922;24;1574.84
13883.0;Наушники вкладыши с микрофоном Intro RX800 белые 806814;806814.0;lБ0050796;3;183.46
13884.0;Паяльник 100Вт/220V с деревянной рукояткой ЭПСН 230V 100W  PL-R01-100W ЭРА, 1009 784114;784114.0;lБ0046955;8;1907.94
13885.0;Паяльник 25Вт/220V с деревянной рукояткой ЭПСН 230V 25W  PL-R01- 25 W ЭРА, 0927 784112;784112.0;lБ0046951;4;625.76
13886.0;Паяльник 40Вт/220V с деревянной рукояткой ЭПСН 230V 40W  PL-R01-40W ЭРА, 0941 784113;784113.0;lБ0046952;8;1297.88
13887.0;Паяльник 65Вт/220V с деревянной рукояткой ЭПСН 230V 65W  PL-R01-65W ЭРА, 0965 784115;784115.0;lБ0046953;11;2064.01
13888.0;Паяльник 80Вт/220V с деревянной рукояткой ЭПСН 230V 80W  PL-R01-80W ЭРА, 0989 784116;784116.0;lБ0046954;7;1579.04
13889.0;Супер-Клей СИЛА 505 3г BL12 блистер-лента (цена за 1шт, отгрузка кратно 12шт) 505-3 3247 678834;678834.0;lБ0033119;192;2515.23
13890.0;СИЛА Лента герметизирующая SFLEX-1015B ремонтная сверхсильная 10 см х 1.5 м черная 7264 792116;792116.0;lБ0050342;15;3282.55
13891.0;СИЛА Лента герметизирующая SFLEX-1015W ремонтная сверхсильная 10 см х 1.5 м прозрачная 792117;792117.0;lБ0050343;6;1313.02
13892.0;Супер-Клей Гель СИЛА 3г BL1 (шоубокс 12шт) SGBL1-3 0764 335424;335424.0;lC0039396;12;473.24
13893.0;Супер-Клей Гель СИЛА 3г BL12 блистер-карта (цена за 1шт, отгрузка кратно 12шт) SSGBL12-3 0771 335425;335425.0;lC0042300;156;4365.78
13894.0;Супер-Клей СИЛА 29 1г BL12 лента (цена за 1шт, отгрузка кратно 12шт) SSBL12-1 5999 680635;680635.0;lБ0034921;48;460.68
13895.0;Супер-Клей СИЛА 29 6г BL1 (шоубокс 12шт) SSBL1-6 9904 680636;680636.0;lБ0034923;12;541.38
13896.0;Супер-Клей СИЛА 3г BL1 (шоубокс 12шт) SBL1-3 0740 335422;335422.0;lC0039198;24;646.96
13897.0;Супер-Клей СИЛА 505 6г туба кор. 505-6 3261 680577;680577.0;lБ0033120;32;882.59
13898.0;Супер-Клей СИЛА Сверхпрочный 3г BL12 (цена за 1шт, лента по 12шт) SSBL12-3 6030 381313;381313.0;lC0042302;240;4342
13899.0;ТРОФИ фонарь кемпинговый KB-101, ручка,  диммер, (3 х АА), 10 часов раб. 6962 819880;819880.0;lБ0054482;1;187.05
13900.0;ТРОФИ фонарь налобный TG9 (акк. 4V 0.9Ah) 9св/д, черный/пластик, 2 режима, з/у 220V 402564;402564.0;lC0045557;8;2103.92
13901.0;ТРОФИ фонарь пушлайт SB-101 подсветка  СОВ, 3хААА, белый, 1шт в пак. 0255 805367;805367.0;lБ0052747;4;205.42
13902.0;ТРОФИ фонарь ручной универсальный 1W 22lm (1хAA) 1 SMD+4 led осн+бок.свет IP20 UB-101 6857 817569;817569.0;lБ0054034;25;1294.5
13903.0;ТРОФИ фонарь-прожектор PA-504 1W SMD LED + боковой светильник 24 SMD LED, 2режима, акк. 1000mAh 8205 776846;776846.0;lБ0042439;2;693.66
13904.0;Элемент питания Kodak 6F22 крона BL1 4689;4689.0;lБ0005137;56;2923.28
13905.0;Э/п Kodak часовая AG4 (377) LR626, LR66 [KAG4-10] BL10 721383;721383.0;lБ0044709;240;1642.5
13906.0;Э/п Kodak часовая AG13 (357) LR1154, LR44 [KAG13-10] BL10 721380;721380.0;lБ0044718;180;1436.96
13907.0;Элемент питания Kodak MAX Lithium CR2032 BL5 618595;618595.0;lБ0018717;160;4692.48
13908.0;Элемент питания Kodak MAX LR03/286 BL10 421080;421080.0;lБ0005125;20;555.36
13909.0;Элемент питания Kodak MAX LR03/286 BL4 4943;4943.0;lБ0005124;12;383.39
13910.0;Элемент питания Kodak MAX LR03/286 plastic box 24 583084;583084.0;lБ0014326;48;1326.87
13911.0;Элемент питания Kodak MAX LR20/373 BL2 5269;5269.0;lБ0005129;56;7631.77
13912.0;Элемент питания Kodak MAX LR6/316 BL10 421079;421079.0;lБ0005126;10;277.68
13913.0;Элемент питания Kodak MAX LR6/316 BL4 4944;4944.0;lБ0005120;4;127.8
13914.0;Элемент питания Kodak MAX LR6/316 plastic box 24 583082;583082.0;lБ0014327;48;1326.87
13915.0;Элемент питания Kodak R03/286 4S 59335;59335.0;lБ0005139;400;3543.79
13916.0;Элемент питания Kodak R03/286 BL4 59334;59334.0;lБ0005118;520;5552.8
13917.0;Элемент питания Kodak R14/343  2S 6143;6143.0;lБ0005140;6;177.84
13918.0;Элемент питания Kodak  R20/373  2S 6142;6142.0;lБ0005138;58;2743.36
13919.0;Элемент питания Kodak R20/373 BL2 3653;3653.0;lБ0005135;50;2761.07
13920.0;Элемент питания Kodak R6/316 4S 6144;6144.0;lБ0005141;404;3578.36
13921.0;Элемент питания Kodak R6/316 BL4 3462;3462.0;lБ0005119;560;6010.38
13922.0;Элемент питания Kodak XTRALIFE LR03 (4S) (ОПТ.уп. по 15 спаек 4S) (кратно 60шт!!!) 680992;680992.0;lБ0029221;120;2411.14
13923.0;Элемент питания Kodak XTRALIFE LR03/286 4S 602292;602292.0;lБ0018703;60;1205.57
13924.0;Элемент питания Kodak XTRALIFE LR03/286 BL4 583085;583085.0;lБ0014329;292;6778.14
13925.0;Э/п Kodak XTRALIFE LR03/286 BL8+2 659282;659282.0;lБ0014331;20;485.4
13926.0;Элемент питания Kodak XTRALIF LR6-60 (4S) (ОПТ.уп. по 15спаек 4S) (кратно 60шт!!!) 680993;680993.0;lБ0029222;240;4822.28
13927.0;Э/п Kodak XTRALIFE LR6/316 12BL perforated (6x2BL) 696948;696948.0;lБ0038794;24;582.72
13928.0;Элемент питания Kodak XTRALIFE LR6/316 BL4 583086;583086.0;lБ0014328;272;6313.76
13929.0;Э/п Kodak XTRALIFE LR6/316 BL8+2 652421;652421.0;lБ0014330;30;728.21
13930.0;Э/п ТРОФИ BASIC ENERGY POWER G10 (389) LR1130, LR54 BL10 618567;618567.0;lC0035051;30;102.96
13931.0;Э/п ТРОФИ BASIC ENERGY POWER G13 (357) LR1154, LR44 BL10 334872;334872.0;lC0034935;40;149.6
13932.0;Э/п ТРОФИ ECO ENERGY LR03/286 bulk 40 618554;618554.0;lБ0027812;40;392.4
13933.0;Э/п ТРОФИ ECO ENERGY LR6/316 4S 582435;582435.0;lБ0017042;24;230.63
13934.0;Э/п ТРОФИ ENERGY POWER CR2032 BL5 492081;492081.0;lC0032185;20;203.4
13935.0;Элемент питания ТРОФИ HEAVY DUTY R03/286 10S Классика 711742;711742.0;lБ0042309;70;265.46
13936.0;Элемент питания ТРОФИ HEAVY DUTY R03/286 4S Классика 521192;521192.0;Б0012907;120;329.47
13937.0;Элемент питания ТРОФИ HEAVY DUTY R20/373 2S Классика 647774;647774.0;lБ0023146;12;285.29
13938.0;Элемент питания ТРОФИ HEAVY DUTY R6/316 4S Классика 521190;521190.0;Б0012906;60;164.74
13939.0;Элемент питания ТРОФИ SUPER HEAVY DUTY 6F22 крона 1S 63484;63484.0;lC0033717;10;250.2
13940.0;Элемент питания ЭРА A23 12V BL1 338735;338735.0;lC0038449;23;551.11
13941.0;Элемент питания ЭРА A27 12V BL1 338736;338736.0;lC0038442;5;119.81
13942.0;Элементы питания ЭРА CR2032 Lithium BL1 1129 660659;660659.0;lC0038448;10;180.96
13943.0;Элемент питания ЭРА LR03/286 BL2 0931 335210;335210.0;lC0038453;72;1352.33
13944.0;Э/п ЭРА LR03/286 Super Alkaline box28 1247 660656;660656.0;lБ0002909;196;2629.54
13945.0;Элемент питания ЭРА LR20/373 BL2 338827;338827.0;lC0038443;46;3428.66
13946.0;Э/п ЭРА LR6-4S promo-box (ПРОМО-бокс 96 шт) 7505 692571;692571.0;lБ0018951;96;1329.87
13947.0;Элемент питания ЭРА LR6/316 BL4 0849 335201;335201.0;lC0038450;24;441.79
13948.0;Э/п ЭРА LR6/316 Super Alkaline box28 1261 660655;660655.0;lБ0002910;140;1878.24
13949.0;ЭРА 12 вывод кабеля белый 12-6003-01 4724 725680;725680.0;lБ0043150;4;601.79
13950.0;ЭРА 12 мех. выкл. СУ 1 кл. 10А без м.лапок Бел., автоклеммы 12-1001-01 0066 553399;553399.0;lБ0014627;1;78.25
13951.0;ЭРА 12 мех. выкл. СУ 2 кл. 10А без м.лапок Бел. автоклеммы 12-1004-01 0301 553432;553432.0;lБ0014651;5;531.65
13952.0;ЭРА 12 мех. выкл. СУ 3 кл. 10А бел. автоклеммы 12-1107-01 0486 553474;553474.0;lБ0014669;1;188.39
13953.0;ЭРА 12 мех. роз. СУ 1 мест. 16А без м.лапок Белый, автоклеммы 12-2005-01 3468 661250;661250.0;lБ0018981;22;1676.19
13954.0;ЭРА 12 мех. роз. СУ 1 мест. 16А земля, антрацит, автоклеммы 12-2101-05 0585 553496;553496.0;lБ0014679;20;2835.4
13955.0;ЭРА 12 рамка СУ 1 мест. антрацит, 12-5001-05 1247 553660;553660.0;lБ0014745;10;465.7
